URLs Downloaded, Size, # of outlinks found, Content-type
https://www.wsj.com/articles/japans-flooded-airport-threatens-to-stem-wave-of-tourists-1536147877,1037941,263,text/html
https://www.wsj.com/articles/growing-up-with-helen-frankenthaler-on-cape-cod-1527703140,1063246,266,text/html
https://www.wsj.com/articles/the-powerful-motivation-of-paying-upfront-1523456339,1030146,258,text/html
https://www.wsj.com/articles/the-journey-of-caravan-from-ancient-camels-to-immigrant-tensions-1523025402,1033506,263,text/html
https://www.wsj.com/articles/smiles-hide-many-messagessome-unfriendly-1522938030,1029765,258,text/html
https://www.wsj.com/articles/should-we-flee-a-fast-food-tipping-trap-1527257785,1030060,258,text/html
https://www.wsj.com/articles/the-stop-motion-animation-studio-with-a-cult-following-1507041297,1062927,266,text/html
https://www.wsj.com/articles/powerful-japan-quake-triggers-landslides-shuts-down-hokkaido-airport-1536226461,1034658,260,text/html
https://www.wsj.com/articles/home-office-decorating-flubsand-how-to-fix-them-1535726252,1031485,258,text/html
https://www.wsj.com/articles/reorganization-of-bankrupt-applebees-franchisee-could-include-existing-owner-1534455898,1033385,258,text/html
https://www.wsj.com/articles/how-paul-newmans-legendary-rolex-cosmograph-daytona-was-foundand-where-its-going-now-1496322396,1065111,268,text/html
https://www.wsj.com/articles/give-airport-screeners-more-gun-scares-1518707793,1029568,258,text/html
https://www.wsj.com/articles/whos-most-afraid-to-die-a-surprise-1528299880,1029815,258,text/html
https://www.wsj.com/articles/oligarch-a-term-for-russias-elite-spurs-objections-1533910148,1032303,263,text/html
https://www.wsj.com/amp/articles/mike-pompeos-unexpected-diplomatic-crisis-he-took-swagger-without-asking-1535306597,56856,31,text/html
https://www.wsj.com/articles/trump-threatens-tariffs-on-canadian-made-cars-1533947306?mod=article_inline,1033294,261,text/html
https://www.wsj.com/articles/harvey-weinsteins-former-studio-ordered-to-turn-over-business-records-1537910804,1032387,259,text/html
https://www.wsj.com/articles/unearth-your-homes-historywarts-and-all-1536329867,1031073,258,text/html
https://www.wsj.com/articles/japan-shakes-up-army-to-tackle-rising-threats-1522837264,1033173,260,text/html
https://www.wsj.com/articles/toys-r-us-settlement-with-creditors-wins-court-approval-1533765174,1031874,261,text/html
https://www.wsj.com/articles/bank-of-canada-raises-key-interest-rate-to-1-50-1531320024?mod=article_inline,1031716,260,text/html
https://www.wsj.com/articles/japan-seeks-to-answer-china-with-an-aircraft-carrier-1521534454?mod=article_inline,1035117,262,text/html
https://www.wsj.com/articles/britains-very-old-way-of-welcoming-a-new-baby-royal-1524756477,1032320,263,text/html
https://www.wsj.com/articles/the-deadly-risk-of-losing-your-financial-nest-egg-1526049495,1031124,258,text/html
https://www.wsj.com/articles/japan-shakes-up-army-to-tackle-rising-threats-1522837264?mod=article_inline,1033415,261,text/html
https://www.wsj.com/articles/epa-to-roll-back-obama-era-methane-rules-1536628368?mod=article_inline,1032263,260,text/html
https://www.wsj.com/articles/itt-bankruptcy-trustee-sues-lenders-department-of-education-1536608545,1031924,259,text/html
https://www.wsj.com/articles/japan-legalizes-casino-gambling-1532089986,1032697,260,text/html
https://www.wsj.com/articles/yves-saint-laurents-unapologetically-luxurious-cabin-in-the-woods-1536340312,1032337,258,text/html
https://www.wsj.com/articles/mary-jane-review-an-ordinary-heroine-1494533516?mod=article_inline,1032420,261,text/html
https://www.wsj.com/articles/japan-missile-plans-put-north-korean-bases-within-range-1512737337?mod=article_inline,1033348,261,text/html
https://www.wsj.com/articles/tariff-comes-from-bygone-days-of-arab-trade-1525444281,1032916,263,text/html
https://www.wsj.com/articles/curiosity-is-a-new-power-in-artificial-intelligence-1525446050,1030119,258,text/html
https://www.wsj.com/articles/oklahoma-review-breathing-new-life-into-a-classic-1502394377?mod=article_inline,1032210,261,text/html
https://www.wsj.com/articles/to-define-your-taste-in-interior-design-look-in-your-closet-1536765963,1031829,258,text/html
https://www.wsj.com/articles/sexual-harassment-probe-shakes-japan-as-abes-power-weakens-1523877085,1033543,260,text/html
https://www.wsj.com/articles/bidding-war-brewing-over-brookstone-brand-1535634123,1031973,261,text/html
https://www.wsj.com/amp/articles/the-lost-art-of-switch-hitting-1532442171,53198,26,text/html
https://www.wsj.com/articles/intimate-apparel-review-sorrows-of-a-seamstress-1501192137?mod=article_inline,1032150,261,text/html
https://www.wsj.com/articles/the-journey-for-meltdown-from-ice-cream-to-political-fiasco-1531331079,1033323,263,text/html
https://www.wsj.com/articles/can-brain-scans-curb-the-rising-rate-of-suicide-1510327056,1030077,258,text/html
https://www.wsj.com/amp/articles/apple-launches-new-iphones-again-heres-a-guide-1537532606,58363,36,text/html
https://www.wsj.com/articles/like-us-whales-may-be-smart-because-theyre-social-1534436838,1030810,258,text/html
https://www.wsj.com/articles/at-the-shaw-festival-memory-and-madness-1503000216?mod=article_inline,1032682,261,text/html
https://www.wsj.com/articles/gibson-brands-settlement-clears-path-for-exit-from-bankruptcy-1536340717,1032439,260,text/html
https://www.wsj.com/articles/boj-policy-makers-butt-heads-over-banks-complaints-1536831257,1032527,260,text/html
https://www.wsj.com/articles/judge-oks-class-action-lawsuit-against-td-ameritrade-1537559644,1033043,259,text/html
https://www.wsj.com/articles/for-babies-life-may-be-a-trip-1531932587,1030941,258,text/html
https://www.wsj.com/articles/canada-gives-trudeau-a-trump-bump-after-g-7-spat-1530273600?mod=article_inline,1035027,260,text/html
https://www.wsj.com/articles/memoji-from-old-japan-to-a-custom-apple-innovation-1528475139,1032886,263,text/html
https://www.wsj.com/articles/how-nostalgia-made-me-stop-hating-my-mothers-china-1534353117,1031413,258,text/html
https://www.wsj.com/articles/the-power-of-pretending-what-would-a-hero-do-1509547610,1030023,258,text/html
https://www.wsj.com/articles/year-of-the-pricey-pig-investors-fret-about-chinese-inflation-1537714827,1033356,259,text/html
https://www.wsj.com/articles/157-year-old-department-store-gumps-begins-store-closing-sale-1534190220,1031707,259,text/html
https://www.wsj.com/articles/japans-idea-of-a-work-life-balance-cap-overtime-at-under-100-hours-a-month-1530254277,1032555,260,text/html
https://www.wsj.com/articles/energy-gets-a-reprieve-in-chinas-latest-tariffs-1537531201,1032823,259,text/html
https://www.wsj.com/articles/for-long-term-happiness-the-wedded-win-the-race-1516981260,1030453,258,text/html
https://www.wsj.com/articles/the-big-decorating-mistake-forgetting-your-hallways-1527173413,1030798,258,text/html
https://www.wsj.com/articles/an-fbi-raid-puts-the-spotlight-on-fixer-1523629336,1030556,263,text/html
https://www.wsj.com/articles/eu-reaches-agreement-on-canada-trade-deal-1477691735?mod=article_inline,1031623,260,text/html
https://www.wsj.com/articles/opportunities-to-invest-in-private-companies-grow-1537722023,1036333,261,text/html
https://www.wsj.com/articles/typhoon-damage-closes-one-of-japans-largest-airports-indefinitely-1536057425,1036161,260,text/html
https://www.wsj.com/articles/grandparents-the-storytellers-who-bind-us-1522334268,1029749,258,text/html
https://www.wsj.com/articles/applebees-franchisee-misses-goal-of-filing-details-on-roads-out-of-bankruptcy-1535650335,1033118,258,text/html
https://www.wsj.com/articles/how-japanese-markets-transformed-in-the-abe-era-1537440122,1032774,259,text/html
https://www.wsj.com/articles/metals-bear-brunt-of-trade-concerns-1531309921?mod=article_inline,1033342,263,text/html
https://www.wsj.com/articles/wag-the-dog-leaps-from-hollywood-to-washington-pundits-1524239961,1032934,263,text/html
https://www.wsj.com/articles/chinas-economy-cooled-further-in-july-1534214209?mod=article_inline,1031617,258,text/html
https://www.wsj.com/articles/should-you-decorate-a-guest-room-with-twin-beds-1533662482,1030641,258,text/html
https://www.wsj.com/articles/hong-kong-interbank-rates-jump-to-decade-highs-after-currency-surge-1537773925,1035556,261,text/html
https://www.wsj.com/articles/probe-turns-up-evidence-linking-modis-u-s-companies-to-alleged-fraud-1535411331,1033357,259,text/html
https://www.wsj.com/articles/spanking-for-misbehavior-it-causes-more-1513267680,1029828,258,text/html
https://www.wsj.com/articles/for-japans-aging-military-the-future-is-a-gray-area-1537185600,1034477,260,text/html
https://www.wsj.com/articles/goldmans-top-stock-trading-executive-to-depart-1537462337,1032854,259,text/html
https://www.wsj.com/amp/articles/the-most-notorious-towing-company-in-chicagomaybe-in-americagets-the-boot-1536865780,58325,30,text/html
https://www.wsj.com/articles/more-employers-avoid-salary-history-questions-when-hiring-new-workers-1524067909,1035774,260,text/html
https://www.wsj.com/articles/pettifoggery-gets-a-rare-outing-in-court-1526051255,1031833,263,text/html
https://www.wsj.com/amp/articles/the-warriors-beat-the-cavaliers-and-everything-but-the-score-was-bonkers-1527854459,61134,39,text/html
https://www.wsj.com/articles/invesco-in-talks-to-purchase-oppenheimerfunds-1537562850,1031818,260,text/html
https://www.wsj.com/articles/shinzo-abe-didnt-order-document-changes-in-land-sale-key-official-says-1522120133,1033552,260,text/html
https://www.wsj.com/articles/new-skills-build-new-brain-architecture-research-shows-1528993660,1031006,258,text/html
https://www.wsj.com/articles/furniture-maker-heritage-home-to-close-25-stores-sell-brands-1535743681,1033357,258,text/html
https://www.wsj.com/articles/japan-seeks-to-answer-china-with-an-aircraft-carrier-1521534454,1034870,261,text/html
https://www.wsj.com/articles/wells-fargo-to-cut-jobs-over-next-three-years-in-line-with-transformation-1537470682,1034803,260,text/html
https://www.wsj.com/amp/articles/who-needs-dishes-when-you-can-serve-soup-in-a-stiletto-1536073745,57512,29,text/html
https://www.wsj.com/articles/tracing-the-meaning-of-swing-vote-as-justice-kennedy-retires-1530883844,1032529,258,text/html
https://www.wsj.com/articles/men-learn-how-to-be-allies-without-fear-to-female-colleagues-1522849814,1034768,260,text/html
https://www.wsj.com/articles/bad-calls-hurt-junk-borrowers-in-a-once-hot-emerging-market-1537725619,1033906,260,text/html
https://www.wsj.com/news/types/asian-business-news,644071,267,text/html
https://www.wsj.com/articles/in-japan-doing-more-with-less-means-getting-a-robot-to-milk-your-cows-1525611603,1035413,261,text/html
https://www.wsj.com/articles/government-says-bankrupt-manufacturers-asbestos-payout-plan-is-ripe-for-abuse-1536876536,1034707,259,text/html
https://www.wsj.com/articles/the-smart-butterflys-guide-to-reproduction-1512578376,1030082,258,text/html
https://www.wsj.com/articles/thailand-patient-zero-in-asias-financial-crisis-enjoys-a-much-better-2018-1537510339,1033583,259,text/html
https://www.wsj.com/articles/new-potbelly-ceo-wants-to-make-sandwiches-more-interesting-1531911600,1033330,260,text/html
https://www.wsj.com/articles/as-kilauea-rages-a-look-at-the-diverse-volcanic-vocabulary-1527258578,1031701,263,text/html
https://www.wsj.com/articles/why-arent-there-more-women-in-science-and-technology-1519918657,1031024,258,text/html
https://www.wsj.com/articles/a-ballroom-dancer-steps-up-to-reality-tv-1521825967,1031869,261,text/html
https://www.wsj.com/articles/abes-window-of-time-for-amending-japans-pacifist-constitution-narrows-1534075201,1034404,260,text/html
https://www.wsj.com/articles/billionaire-head-of-chinas-jd-com-arrested-in-minnesota-1535885060?mod=article_inline,1034742,262,text/html
https://www.wsj.com/articles/rose-byrne-sharpens-her-comedy-skills-1533317230,1033707,261,text/html
https://www.wsj.com/articles/what-teens-gain-from-fine-tunedsocial-radar-1516295266,1030038,258,text/html
https://www.wsj.com/articles/is-it-milk-what-to-call-that-stuff-made-with-soy-and-nuts-1533307889,1031456,258,text/html
https://www.wsj.com/articles/the-gun-issue-comes-to-the-office-1521633601,1035480,261,text/html
https://www.wsj.com/articles/comcast-shares-slide-after-regulators-accept-sky-bid-1537798202,1032021,259,text/html
https://www.wsj.com/amp/articles/the-nfls-other-problem-fake-fans-lobbying-for-the-blackout-1536340410,59137,38,text/html
https://www.wsj.com/articles/for-architect-renzo-piano-a-lifetime-campaign-to-make-the-elite-accessible-1529597428,1034658,261,text/html
https://www.wsj.com/articles/facebook-gave-some-companies-access-to-additional-data-about-users-friends-1528490406?mod=article_inline,1038177,263,text/html
https://www.wsj.com/articles/chinese-billionaire-arrested-on-sex-misconduct-allegation-unlikely-to-face-charges-lawyer-says-1535974482?mod=article_inline,1036651,264,text/html
https://www.wsj.com/articles/japans-abe-re-elected-as-ruling-party-leader-1537420943,1033386,261,text/html
https://www.wsj.com/news/author/8279,414840,247,text/html
https://www.wsj.com/articles/randi-zuckerberg-techs-famous-sister-builds-her-own-identity-1529073000,1033609,261,text/html
https://www.wsj.com/articles/techs-dirty-secret-the-app-developers-sifting-through-your-gmail-1530544442?mod=article_inline,1035635,260,text/html
https://www.wsj.com/articles/sec-moves-to-kill-metric-that-signaled-price-mismatch-in-pot-fund-1537876800,1033598,259,text/html
https://www.wsj.com/articles/honoring-joann-lublin-recipient-of-the-2018-loeb-lifetime-achievement-award-1530025692,1035058,260,text/html
https://www.wsj.com/articles/the-poetic-side-of-jeremy-irons-1522419658,1030885,261,text/html
https://www.wsj.com/amp/articles/mlbpa-boosts-ranks-with-hire-of-bruce-meyer-1535385640,50808,27,text/html
https://www.wsj.com/articles/japanese-submarine-conducted-exercise-in-south-china-sea-last-week-1537158243,1032989,261,text/html
https://www.wsj.com/articles/white-house-announces-tariffs-on-50-billion-of-goods-from-china-1529065534?mod=article_inline,1039319,263,text/html
https://www.wsj.com/articles/fire-and-water-in-california-1533683261?mod=article_inline,1031342,261,text/html
https://www.wsj.com/articles/comedian-paul-mecurio-traded-wall-street-for-standup-1531505277,1034079,261,text/html
https://www.wsj.com/articles/m-b-a-programs-try-catering-to-liberal-arts-typeswith-math-camp-1530712800,1034702,258,text/html
https://www.wsj.com/amp/articles/the-warriors-are-playing-the-cavaliers-in-the-nba-finals-again-1527604496,58241,42,text/html
https://www.wsj.com/amp/articles/treasure-hunt-on-the-rhine-is-for-iron-not-gold-1536513344,59406,32,text/html
https://www.wsj.com/amp/articles/barn-weddings-are-hotand-smelly-muddy-and-prone-to-four-legged-crashers-1536938228,57503,30,text/html
https://www.wsj.com/articles/why-banks-are-losing-the-battle-for-m-b-a-talent-1528277402,1036079,262,text/html
https://www.wsj.com/amp/articles/why-major-league-pitchers-are-avoiding-the-strike-zone-1532966157,53607,29,text/html
https://www.wsj.com/articles/ken-langone-wants-you-to-know-he-loves-capitalism-1525458885,1034498,261,text/html
https://www.wsj.com/articles/soybeans-toy-with-decade-low-1530553132?mod=article_inline,1031637,261,text/html
https://www.wsj.com/articles/powerful-quake-hits-northern-japan-at-least-20-injured-1536195050,1033865,260,text/html
https://www.wsj.com/articles/at-90-mary-higgins-clark-is-still-cranking-out-page-turners-1524239187,1033056,261,text/html
https://www.wsj.com/articles/chinas-tighter-grip-on-the-yuan-bodes-well-for-markets-1535344448?mod=article_inline,1031920,260,text/html
https://www.wsj.com/articles/companies-trying-to-deal-with-discrimination-face-backlash-1525604400,1035936,262,text/html
https://www.wsj.com/amp/articles/major-league-baseball-is-moving-closer-to-a-universal-designated-hitter-1531914518,56316,26,text/html
https://www.wsj.com/articles/gogo-faces-in-flight-wireless-challenge-from-at-t-1398814193?mod=article_inline,1032161,263,text/html
https://www.wsj.com/articles/chinese-shares-rattled-by-trade-impasse-test-stock-crash-lows-1537164485?mod=article_inline,1032629,260,text/html
https://www.wsj.com/articles/an-aspiring-actors-improbable-journey-from-war-torn-congo-1524850736,1034891,261,text/html
https://www.wsj.com/articles/cronyism-allegations-chip-away-at-support-for-japans-abe-1521449550,1032591,260,text/html
https://www.wsj.com/articles/chinese-smartphone-maker-xiaomi-falls-in-hong-kong-trading-debut-1531106876?mod=article_inline,1036197,262,text/html
https://www.wsj.com/articles/airplane-wifi-gets-up-to-speed-1378872261?mod=article_inline,1034317,264,text/html
https://www.wsj.com/articles/for-apple-u-s-china-trade-fight-grows-riskier-1537188213?mod=article_inline,1036611,260,text/html
https://www.wsj.com/articles/philadelphia-eagles-win-first-super-bowl-defeating-new-england-patriots-41-33-1517801763?mod=article_inline,1033232,261,text/html
https://www.wsj.com/articles/setting-records-japan-worries-about-too-toasty-tokyo-for-2020-olympics-1532345582,1032780,260,text/html
https://www.wsj.com/articles/chinas-meituan-dianping-files-for-ipo-reveals-loss-of-nearly-3-billion-in-2017-1529895226?mod=article_inline,1035953,263,text/html
https://www.wsj.com/articles/an-urgent-mission-to-speed-progress-against-cancer-1527260815,1034301,261,text/html
https://www.wsj.com/articles/ceo-pay-and-performance-dont-match-up-1526299200,1031969,258,text/html
https://www.wsj.com/amp/articles/humidity-sweat-febreze-the-stinkiest-campaign-run-ever-1536598698,56909,30,text/html
https://www.wsj.com/articles/faas-safety-rules-for-commercial-drones-are-overly-strict-report-says-1528729200?mod=article_inline,1032581,259,text/html
https://www.wsj.com/articles/gogo-plans-to-speed-up-in-flight-internet-service-in-2018-1475068105?mod=article_inline,1034487,262,text/html
https://www.wsj.com/articles/what-about-the-costs-of-working-fatherhood-readers-ask-1530720000,1034089,260,text/html
https://www.wsj.com/amp/articles/one-piece-of-summer-always-sticks-around-taffy-1535994697,56580,33,text/html
https://www.wsj.com/articles/david-changs-culinary-mash-ups-1523030104,1031157,261,text/html
https://www.wsj.com/articles/japans-disastrous-rain-mudslides-kill-more-than-a-hundred-1531117089,1034340,261,text/html
https://www.wsj.com/articles/daily-grind-gets-longer-and-now-some-companies-wonder-if-its-worth-it-1523620801,1037897,263,text/html
https://www.wsj.com/articles/gogo-shares-jump-after-american-airlines-drops-lawsuit-1456170297?mod=article_inline,1032992,261,text/html
https://www.wsj.com/articles/venezuela-attack-raises-crackdown-fears-1533510978?mod=article_inline&page=1&pos=2,1033514,258,text/html
https://www.wsj.com/amp/articles/how-shohei-ohtani-visualized-his-baseball-success-1536680077,53246,28,text/html
https://www.wsj.com/articles/how-to-get-more-women-in-the-boardroom-some-try-blunt-force-1524648602,1034945,259,text/html
https://www.wsj.com/articles/canada-gdp-rises-in-april-on-factory-strength-1530283384?mod=article_inline,1032391,260,text/html
https://www.wsj.com/amp/articles/the-golden-state-warriors-have-made-the-nba-better-1527436822,52322,36,text/html
https://www.wsj.com/articles/nafta-talks-target-stubbornly-low-mexican-wages-1503999002?mod=article_inline,1032933,261,text/html
https://www.wsj.com/articles/m-b-a-graduates-enter-tougher-job-market-1529959689,1034076,260,text/html
https://www.wsj.com/articles/imf-executive-board-to-meet-soon-to-vote-on-argentina-bailout-1528382633,1035319,260,text/html
https://www.wsj.com/articles/venezuela-says-drone-attack-targeted-president-maduro-1533427311?mod=article_inline,1033385,258,text/html
https://www.wsj.com/articles/van-strikes-pedestrians-in-toronto-1524508659?mod=article_inline,1033475,260,text/html
https://www.wsj.com/articles/working-women-often-underestimate-motherhood-costs-1530024789,1031674,258,text/html
https://www.wsj.com/amp/articles/imf-executive-board-to-meet-soon-to-vote-on-argentina-bailout-1528382633,53972,29,text/html
https://www.wsj.com/articles/trumps-nafta-rewrite-holds-promise-for-labor-unions-1535653247?mod=article_inline&page=1&pos=1,1034997,260,text/html
https://www.wsj.com/amp/articles/golden-state-warriors-won-nba-title-can-they-win-the-nba-draft-1529508890,54131,34,text/html
https://www.wsj.com/articles/judge-hands-entrepreneur-sam-wyly-a-1-1-billion-tax-bill-1467144226?mod=article_inline,1032669,260,text/html
https://www.wsj.com/amp/articles/how-kevin-durants-shot-explains-the-nba-finals-1528370556,51725,32,text/html
https://www.wsj.com/articles/trump-comments-on-u-s-factoriesmakes-it-awkward-for-apple-1501187622?mod=article_inline,1033130,260,text/html
https://www.wsj.com/articles/guatemala-outsources-a-corruption-crackdown-1442001944?mod=article_inline,1031404,258,text/html
https://www.wsj.com/articles/faa-projects-fourfold-increase-in-commercial-drones-by-2022-1521407110?mod=article_inline,1032034,259,text/html
https://www.wsj.com/articles/when-cameras-beat-refrigerators-1516292090,1029233,258,text/html
https://www.wsj.com/articles/chinas-vaccine-scandal-reveals-systems-flaws-1458906255?mod=article_inline,1030703,258,text/html
https://www.wsj.com/articles/scapegoat-a-word-for-unfair-blame-from-the-bible-to-the-beltway-1535121147,1034088,263,text/html
https://www.wsj.com/amp/articles/a-tension-filled-thai-cave-dramafor-the-movie-rights-1537805006,59473,30,text/html
https://www.wsj.com/articles/nicaragua-cracks-down-on-rebel-city-1531851835?mod=article_inline,1030958,258,text/html
https://www.wsj.com/articles/latest-u-s-tariffs-could-make-auto-parts-pricier-1537349403?mod=article_inline,1038252,264,text/html
https://www.wsj.com/amp/articles/homecourt-iphone-app-nba-artificial-intelligence-1531832537,53681,32,text/html
https://www.wsj.com/articles/a-latin-phrase-for-fickle-crowd-has-morphed-1536340249,1032542,263,text/html
https://www.wsj.com/articles/pitching-in-with-cleaning-up-1534429284,1030393,258,text/html
https://www.wsj.com/articles/chinas-latest-consumer-scandal-unsafe-vaccines-1532334449?mod=article_inline,1033862,260,text/html
https://www.wsj.com/articles/global-stocks-pause-ahead-of-jobs-report-1536306717?mod=article_inline,1034195,263,text/html
https://www.wsj.com/articles/canadian-town-deals-with-shock-and-grief-following-bus-crash-1523231553?mod=article_inline,1032293,260,text/html
https://www.wsj.com/articles/shell-and-glencore-could-be-winners-from-chinese-tariffs-1537351757?mod=article_inline&tesla=y,1035209,260,text/html
https://www.wsj.com/articles/u-s-urges-guatemalas-president-to-allow-corruption-probe-1503959190?mod=article_inline,1033914,261,text/html
https://www.wsj.com/articles/a-hardware-update-for-the-human-brain-1496660400?mod=article_inline,1065823,269,text/html
https://www.wsj.com/articles/how-to-treat-an-epidemic-of-absent-patients-1525964701,1029905,258,text/html
https://www.wsj.com/articles/SB10001424127887323297504578580920868011296?mod=article_inline,1031941,261,text/html
https://www.wsj.com/articles/brain-computer-interfaces-the-last-frontier-of-human-privacy-1524580522?mod=article_inline,1065371,269,text/html
https://www.wsj.com/articles/a-shakespeare-festival-for-the-21st-century-1499367388?mod=article_inline,1031764,261,text/html
https://www.wsj.com/articles/guatemala-judge-orders-detention-of-president-otto-perez-molina-1441253168?mod=article_inline,1031604,258,text/html
https://www.wsj.com/articles/china-to-qualcomm-dont-blame-us-for-failed-nxp-deal-1532666828?mod=article_inline,1032759,258,text/html
https://www.wsj.com/articles/t-mobile-sprint-merger-is-a-test-of-trumps-antitrust-mettle-1536145201,1036459,260,text/html
https://www.wsj.com/articles/come-back-little-sheba-picnic-and-sweat-reviews-striking-strangers-and-the-drama-they-bring-1490905919?mod=article_inline,1034332,261,text/html
https://www.wsj.com/podcasts/hacking-the-brain-code/75A38EC7-E6D7-4EE3-AFFF-277645BB3D41.html?mod=article_inline,121004,98,text/html
https://www.wsj.com/articles/china-regulators-vaccine-reassurance-backfires-1533039685?mod=article_inline,1032800,258,text/html
https://www.wsj.com/articles/what-to-do-if-colleagues-outperform-you-1524752454,1029426,258,text/html
https://www.wsj.com/articles/prince-of-broadway-and-company-reviews-a-broadway-icon-pays-tribute-to-himself-1503621000?mod=article_inline,1034092,261,text/html
https://www.wsj.com/articles/injapans-hot-economy-aworrisomelesson-oninflation-1527068471,1032542,260,text/html
https://www.wsj.com/articles/a-limit-to-chinas-rise-its-getting-old-fast-1525028331?mod=article_inline,952756,33,text/html
https://www.wsj.com/news/author/7277,414776,247,text/html
https://www.wsj.com/articles/in-a-dollarized-world-a-rising-dollar-spells-pain-1525869836,1032437,260,text/html
https://www.wsj.com/articles/vanity-fair-review-becky-sharp-takes-the-stage-1491252935?mod=article_inline,1031532,261,text/html
https://www.wsj.com/articles/psst-gossip-can-be-good-1507906800,1028605,258,text/html
https://www.wsj.com/articles/chinese-begin-to-vent-discontent-with-president-xi-and-his-policies-1534350856?mod=article_inline,1034101,260,text/html
https://www.wsj.com/articles/a-sharper-read-on-brain-activity-1529088948?mod=article_inline,954901,36,text/html
https://www.wsj.com/articles/when-small-talk-gets-too-personal-1535724519,1029528,258,text/html
https://www.wsj.com/articles/mary-jane-review-an-honest-portrayal-of-caregiving-1506625850?mod=article_inline,1032268,261,text/html
https://www.wsj.com/articles/how-the-tax-cut-president-trump-loves-will-deepen-trade-deficits-he-hates-1524043800,1034698,260,text/html
https://www.wsj.com/amp/articles/santander-ceo-javier-marin-to-be-replaced-by-cfo-jose-antonio-alvarez-1416908831,56467,33,text/html
https://www.wsj.com/articles/SB121677560339275779?mod=article_inline,1027477,258,text/html
https://www.wsj.com/articles/how-tariffs-hit-u-s-exports-not-just-imports-1531128600,1034695,260,text/html
https://www.wsj.com/articles/the-bands-visit-review-nothing-lost-in-translation-1481247001?mod=article_inline,1032425,261,text/html
https://www.wsj.com/articles/the-annoying-reality-of-ticket-processing-fees-1511362862,1029613,258,text/html
https://www.wsj.com/podcasts/meet-one-of-the-first-human-cyborgs/D08EC3FF-A41D-42C2-87E9-7B1B3FF2B8CB.html?mod=article_inline,160693,98,text/html
https://www.wsj.com/amp/articles/diana-krall-on-tony-bennett-you-cant-step-into-his-dream-1535375922,50584,29,text/html
https://www.wsj.com/articles/when-salaries-seem-unfair-speak-up-1528296794,1029558,258,text/html
https://www.wsj.com/articles/pride-and-prejudice-review-traditional-language-modern-approach-1511382179?mod=article_inline,1032827,261,text/html
https://www.wsj.com/podcasts/karen-finerman-secret-rules-for-business-and-life/271C465E-DA07-4DBB-86D2-DE90D8A2A9F2.html?mod=article_inline,121318,98,text/html
https://www.wsj.com/articles/the-supreme-court-wont-stop-executive-overreach-1531314000,1034465,260,text/html
https://www.wsj.com/articles/china-abandons-one-child-policy-1446116462?mod=article_inline,1033742,261,text/html
https://www.wsj.com/articles/merrily-we-roll-along-review-fixing-sondheims-famous-flop-1506625864?mod=article_inline,1032282,261,text/html
https://www.wsj.com/articles/dan-ariely-on-how-to-soften-extreme-views-1510249012,1029270,258,text/html
https://www.wsj.com/articles/elon-musk-lays-out-plans-to-meld-brains-and-computers-1492738741?mod=article_inline,1033003,261,text/html
https://www.wsj.com/articles/the-bands-visit-review-musical-magical-misunderstanding-1510277401?mod=article_inline,1032609,261,text/html
https://www.wsj.com/articles/dan-ariely-on-activism-and-dental-surgery-1509113866,1029111,258,text/html
https://www.wsj.com/articles/for-u-s-to-stay-in-wto-china-may-have-to-leave-1534935600,1034603,260,text/html
https://www.wsj.com/articles/hong-kong-booksellers-disappearance-stokes-fears-over-freedoms-1452112200?mod=article_inline,1035289,262,text/html
https://www.wsj.com/articles/pericles-prince-of-tyre-and-the-maids-reviews-from-fun-to-frightening-1504816661?mod=article_inline,1033255,261,text/html
https://www.wsj.com/podcasts/barbara-corcoran-the-secret-to-swimming-with-the-sharks/55F3EF22-4048-4927-A04C-90B52D939DEB.html?mod=article_inline,175510,98,text/html
https://www.wsj.com/amp/articles/is-it-still-electronic-dance-music-if-theyre-playing-live-instruments-1524058437,51135,29,text/html
https://www.wsj.com/articles/a-boost-in-brainpower-but-at-what-cost-1524061181?mod=article_inline,1065500,269,text/html
https://www.wsj.com/podcasts/bobbi-brown-breaking-the-beauty-mold/425A0377-C2DC-421E-B62C-0961F4CCCB3A.html?mod=article_inline,121104,98,text/html
https://www.wsj.com/articles/taking-aim-at-a-trade-gap-its-easy-to-miss-the-target-1521993836,1032105,259,text/html
https://www.wsj.com/articles/hong-kongs-pro-democracy-protesters-face-off-against-police-1411876944?mod=article_inline,1033957,260,text/html
https://www.wsj.com/articles/as-trade-barriers-go-up-global-supply-chains-unravel-1530100987,1034400,260,text/html
https://www.wsj.com/articles/should-we-pay-children-for-good-behavior-1521123878,1029790,258,text/html
https://www.wsj.com/articles/student-debt-forgiveness-is-a-wonderful-boon-until-the-irs-comes-calling-1529852411,1035921,259,text/html
https://www.wsj.com/articles/you-could-be-too-much-of-a-team-player-1532352464?mod=article_inline,1060088,273,text/html
https://www.wsj.com/articles/argentinas-peso-plunges-to-record-low-1535578085?mod=article_inline,1032883,261,text/html
https://www.wsj.com/articles/u-s-sanctions-irans-central-bank-governor-alleges-hezbollah-ties-1526413596?mod=article_inline,1034582,259,text/html
https://www.wsj.com/articles/u-s-tax-revamp-weakens-case-for-companies-to-shift-profit-overseas-1525024961,1034350,259,text/html
https://www.wsj.com/articles/a-new-spin-on-commitments-to-cycling-and-other-exercise-1529514393,1029837,258,text/html
